ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,% of exams sat that received DA,HSC Students,Exams Sat,DA,Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
43041,Trangie Central School,Trangie,2823,Combined,Outer Regional,-32.0325,147.979,68,,,,,Government,School Single Entity,Department of Education NSW,K-12,831,64,20,13,3,24,23.1,9,7.8,199,103,96,199,56,3
43042,Trundle Central School,Trundle,2875,Combined,Outer Regional,-32.9254,147.709,71,,,,,Government,School Single Entity,Department of Education NSW,K-12,908,61,24,9,5,12,14.4,6,5.4,108,37,71,107.2,19,10
43044,Tullamore Central School,Tullamore,2874,Combined,Outer Regional,-32.6368,147.566,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,948,42,33,21,4,9,10.9,5,3.5,71,34,37,71,14,0
43049,Warren Central School,Warren,2824,Combined,Outer Regional,-31.7051,147.837,67,,,,,Government,School Single Entity,Department of Education NSW,K-12,838,70,20,7,3,18,20.5,11,8.1,195,96,99,195,41,2
43054,Wilcannia Central School,Wilcannia,2836,Combined,Very Remote,-31.5585,143.376,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,"U, P-12",647,92,5,3,1,15,15.3,9,8.4,62,34,28,62,94,95
43061,Yeoval Central School,Yeoval,2868,Combined,Outer Regional,-32.7544,148.65,77,,,,,Government,School Single Entity,Department of Education NSW,K-12,898,63,29,8,1,13,14.6,8,5.4,110,49,61,110,21,0
43085,Dubbo School of Distance Education,Dubbo,2830,Combined,Inner Regional,-32.2432,148.639,Not Rated,0.011,3,263,12,Government,School Single Entity,Department of Education NSW,P-12,927,49,26,16,9,91,85.8,23,19.5,346,152,194,339.4,24,4
43097,"Denison College of Secondary Education, Bathurst High Campus",Bathurst,2795,Secondary,Inner Regional,-33.4134,149.57,78,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",976,36,31,21,12,71,84.6,21,21.6,1083,485,598,1081.4,12,6
43098,Broken Hill High School,Broken Hill,2880,Secondary,Outer Regional,-31.9601,141.457,70,0.006,2,356,79,Government,School Single Entity,Department of Education NSW,"U, 7-12",919,56,26,13,5,51,55,16,13.5,558,283,275,558,20,7
43099,Lithgow High School,Lithgow,2790,Secondary,Inner Regional,-33.4857,150.166,71,0.027,7,257,50,Government,School Single Entity,Department of Education NSW,"U, 7-12",927,57,26,13,3,58,64.2,21,18.1,768,358,410,768,15,5
43100,Mudgee High School,Mudgee,2850,Secondary,Inner Regional,-32.5978,149.584,75,0.036,11,310,57,Government,School Single Entity,Department of Education NSW,"U, 7-12",947,50,28,16,6,63,67.4,21,17.5,820,381,439,819.6,12,4
43101,Orange High School,Orange,2800,Secondary,Inner Regional,-33.2804,149.084,81,0.033,17,510,87,Government,School Single Entity,Department of Education NSW,"U, 7-12",992,30,34,23,13,74,81.2,18,18,1112,570,542,1112,10,7
43102,Parkes High School,Parkes,2870,Secondary,Outer Regional,-33.1388,148.18,71,0.007,2,278,54,Government,School Single Entity,Department of Education NSW,"U, 7-12",922,54,27,14,4,56,64.1,18,17.5,602,287,315,595.4,19,4
43103,Cowra High School,Cowra,2794,Secondary,Inner Regional,-33.8159,148.69,76,0.014,4,281,50,Government,School Single Entity,Department of Education NSW,"U, 7-12",923,56,25,14,5,42,47.8,15,13.7,536,273,263,535.9,19,4
43104,Forbes High School,Forbes,2871,Secondary,Outer Regional,-33.3646,148.011,69,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",886,60,29,9,2,34,41.4,14,12,340,170,170,340,29,3
43105,Wellington High School,Wellington,2820,Secondary,Outer Regional,-32.5467,148.948,66,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",817,70,20,9,1,31,34,16,12.5,273,144,129,273,53,1
43106,The Henry Lawson High School,Grenfell,2810,Secondary,Outer Regional,-33.9027,148.163,72,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,947,51,31,13,4,20,20.2,6,5.4,191,86,105,191,7,3
43107,Kandos High School,Kandos,2848,Secondary,Inner Regional,-32.8557,149.975,71,0.024,4,169,28,Government,School Single Entity,Department of Education NSW,"U, 7-12",936,52,32,12,4,26,27.2,8,8.8,200,97,103,200,13,4
43108,Condobolin High School,Condobolin,2877,Secondary,Outer Regional,-33.0918,147.143,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",820,71,18,9,1,26,34.7,13,8.8,196,97,99,196,51,3
43109,Coonabarabran High School,Coonabarabran,2357,Secondary,Outer Regional,-31.2795,149.282,70,0.02,4,199,36,Government,School Single Entity,Department of Education NSW,"U, 7-12",926,46,32,17,5,37,40.4,12,11,376,176,200,375.2,22,5
43110,Gilgandra High School,Gilgandra,2827,Secondary,Outer Regional,-31.7051,148.666,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",891,58,25,13,4,28,30.2,11,9.8,222,117,105,222,32,3
43111,Nyngan High School,Nyngan,2825,Secondary,Remote,-31.5614,147.189,69,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",893,56,30,11,4,20,23.2,10,7.4,164,79,85,164,34,4
43112,Bourke High School,Bourke,2840,Secondary,Remote,-30.0915,145.949,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",741,79,14,5,2,25,25.1,13,10.4,153,62,91,153,85,1
43113,Cobar High School,Cobar,2835,Secondary,Remote,-31.5016,145.828,71,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",913,49,30,16,6,30,29.8,9,9.2,231,115,116,229.8,26,4
43114,Blayney High School,Blayney,2799,Secondary,Inner Regional,-33.531,149.251,80,0.009,2,232,41,Government,School Single Entity,Department of Education NSW,"U, 7-12",958,50,31,14,5,32,36.9,11,10,346,173,173,345.8,5,3
43115,Dubbo College South Campus,Dubbo,2830,Secondary,Inner Regional,-32.2708,148.611,72,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-10",904,50,28,17,5,56,59.2,21,20.3,753,346,407,753,35,5
43116,Canobolas Rural Technology High School,Orange,2800,Secondary,Inner Regional,-33.2908,149.122,66,0.006,1,182,30,Government,School Single Entity,Department of Education NSW,"U, 7-12",854,72,19,7,2,53,60.1,20,18.5,679,321,358,678.8,36,5
43117,Coonamble High School,Coonamble,2829,Secondary,Remote,-30.9553,148.391,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",766,74,17,7,1,24,31.1,12,10.8,191,97,94,191,73,1
43118,Narromine High School,Narromine,2821,Secondary,Outer Regional,-32.2297,148.243,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",784,77,16,6,1,24,27.1,14,8.8,207,92,115,207,60,4
43119,Walgett Community College - High School,Walgett,2832,Secondary,Remote,-30.0271,148.119,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",706,88,8,3,0,19,21.9,10,9.4,106,49,57,106,90,32
43120,Willyama High School,Broken Hill,2880,Secondary,Outer Regional,-31.9366,141.473,67,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",912,59,25,11,5,44,48,12,11.8,476,252,224,476,19,4
43121,Coomealla High School,Dareton,2717,Secondary,Outer Regional,-34.096,142.06,66,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",861,62,26,10,2,31,32.1,11,10.2,252,126,126,252,39,5
43122,"Denison College of Secondary Education, Kelso High Campus",Kelso,2795,Secondary,Inner Regional,-33.4105,149.614,76,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",939,49,32,15,5,60,67.2,17,20.1,795,373,422,793,16,6
43123,Canowindra High School,Canowindra,2804,Secondary,Inner Regional,-33.5576,148.671,80,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,946,48,31,16,5,24,26.3,7,6.2,240,105,135,239.4,13,3
43124,Dubbo College Delroy Campus,Dubbo West,2830,Secondary,Inner Regional,-32.2516,148.583,68,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-10",834,68,23,7,1,49,52.5,18,19.1,559,281,278,559,50,2
43125,Gulgong High School,Gulgong,2852,Secondary,Outer Regional,-32.3602,149.54,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",927,53,31,12,3,28,30.7,10,8.2,275,136,139,274.6,16,5
43126,Oberon High School,Oberon,2787,Secondary,Inner Regional,-33.7017,149.861,70,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",937,60,25,12,3,22,23.4,8,7.4,199,94,105,198.9,8,5
43134,St Patrick's Parish School,Cooma,2630,Combined,Inner Regional,-36.2381,149.126,80,,,,,Catholic,School Head Campus,Catholic Schools NSW,K-10,1028,15,34,33,18,25,19.5,9,5.1,233,115,118,232.5,6,7
43135,Sacred Heart Central School,Cootamundra,2590,Combined,Inner Regional,-34.6346,148.031,82,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-10,1003,21,35,29,15,29,23.3,13,7.9,306,161,145,306,13,1
43146,St Anne's Central School,Temora,2666,Combined,Outer Regional,-34.4455,147.535,85,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-10,1018,23,32,31,14,22,17.8,9,4.6,229,117,112,229,4,5
43147,McAuley Catholic Central School,Tumut,2720,Combined,Inner Regional,-35.3034,148.222,91,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-10,1023,21,33,29,17,27,24.1,11,5.5,321,148,173,321,4,5
43151,Carroll College,Broulee,2537,Secondary,Inner Regional,-35.8502,150.164,82,0.023,8,344,59,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1015,17,34,34,15,45,42.6,23,15.6,464,238,226,464,8,1
43152,Trinity Catholic College Goulburn,Goulburn,2580,Secondary,Inner Regional,-34.7514,149.704,86,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1016,18,33,32,17,50,47.8,15,12.6,503,233,270,503,7,0
43153,Lumen Christi Catholic College,Pambula Beach,2549,Combined,Outer Regional,-36.9385,149.899,82,0.032,11,339,56,Catholic,School Single Entity,Catholic Schools NSW,K-12,1042,11,28,36,25,65,58.6,29,20.4,747,404,343,746.8,5,1
43154,Hennessy Catholic College,Young,2594,Secondary,Inner Regional,-34.3149,148.291,81,0.041,15,363,59,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1013,22,34,29,14,45,41.5,16,11.7,467,228,239,466.5,3,0
43208,St Mark's Catholic College,Stanhope Gardens,2768,Secondary,Major Cities,-33.7057,150.929,88,0.032,29,914,146,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1075,9,24,35,32,74,68.2,21,15.6,989,484,505,989,1,43
43210,Bede Polding College,South Windsor,2756,Secondary,Major Cities,-33.6315,150.796,81,0.035,21,609,106,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1005,30,36,23,11,85,80.7,29,21,1165,626,539,1165,3,14
43211,St Clare's Catholic High School,Hassall Grove,2761,Secondary,Major Cities,-33.7345,150.841,73,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Nov,966,43,32,19,6,51,47.9,14,10.5,565,291,274,565,8,62
43212,Caroline Chisholm College,Glenmore Park,2745,Secondary,Major Cities,-33.7866,150.675,87,0.078,46,589,100,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1043,16,33,31,20,70,63,25,17.5,984,984,0,984,2,14
43213,Catherine McAuley Westmead,Westmead,2145,Secondary,Major Cities,-33.8047,150.984,92,0.127,133,1050,172,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1076,10,21,34,34,94,81.5,25,16.2,1186,1186,0,1184.9,1,63
43214,St Agnes Catholic High School,Rooty Hill,2766,Secondary,Major Cities,-33.7819,150.848,80,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Nov,991,35,32,24,9,56,53.5,25,19,762,402,360,762,3,70
43215,Cerdon College,Merrylands,2160,Secondary,Major Cities,-33.8377,150.968,84,0.116,102,880,154,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1036,20,32,29,18,84,74.6,25,18,1074,1074,0,1073,0,83
43216,Emmaus Catholic College,Kemps Creek,2178,Secondary,Major Cities,-33.8323,150.793,77,0.061,39,641,111,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,996,34,34,24,9,71,67.2,21,14.8,834,433,401,834,2,45
43217,Gilroy Catholic College,Castle Hill,2154,Secondary,Major Cities,-33.7402,150.997,87,0.112,105,934,160,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1074,9,23,37,30,110,100.2,25,17.8,1241,663,578,1240.4,1,32
43218,St Paul's Catholic College,Greystanes,2145,Secondary,Major Cities,-33.8187,150.951,84,0.035,22,625,114,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1036,21,28,31,20,63,59,29,18.2,793,0,793,793,1,69
43219,Delany College,Granville,2142,Secondary,Major Cities,-33.8344,151.001,73,0.005,1,213,33,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,983,43,31,20,7,38,37.1,13,9.9,336,146,190,336,0,79
43220,Penola Catholic College Emu Plains,Emu Plains,2750,Secondary,Major Cities,-33.7431,150.678,80,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1009,24,35,30,11,62,57.7,19,14.1,686,316,370,685.4,5,11
43221,St Andrews College,Marayong,2148,Secondary,Major Cities,-33.7423,150.886,84,0.025,21,855,144,Catholic,School Head Campus,Catholic Schools NSW,7-Dec,1055,14,26,35,24,110,77.7,38,19.5,1029,486,543,1029,1,72
43223,Xavier College,Llandilo,2747,Secondary,Major Cities,-33.7144,150.733,81,0.027,17,620,100,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1001,29,36,25,10,82,74.7,21,15.7,1012,502,510,1012,6,20
43224,Marian Catholic College,Kenthurst,2156,Secondary,Major Cities,-33.6813,151.001,86,0.054,43,800,146,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1059,14,29,33,25,80,69.8,27,17.2,1052,596,456,1050.2,0,18
43225,Nagle College,Blacktown,2148,Secondary,Major Cities,-33.7901,150.902,81,0.052,34,658,104,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1034,20,29,30,21,58,54,20,13.3,758,758,0,758,2,69
43226,Parramatta Marist High School,Westmead,2145,Secondary,Major Cities,-33.8043,150.98,94,0.187,148,791,144,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1081,9,21,35,35,76,70.1,19,12.9,1051,0,1051,1051,0,65
43227,Patrician Brothers' College Blacktown,Blacktown,2148,Secondary,Major Cities,-33.7754,150.91,81,0.041,30,733,121,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1016,26,32,29,14,82,78.6,23,17.3,1112,0,1112,1112,3,59
43228,St Columba's Catholic College,Springwood,2777,Secondary,Major Cities,-33.6732,150.588,,0.084,66,788,138,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1085,8,19,35,37,66,63.7,24,17.7,921,421,500,921,2,14
43229,St Patrick's Marist College,Dundas,2117,Secondary,Major Cities,-33.8027,151.047,91,0.146,105,720,129,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1069,11,27,33,29,77,68.9,19,14.3,1002,496,506,1001.6,0,44
43266,MacKillop Catholic College,Warnervale,2259,Combined,Major Cities,-33.2417,151.468,81,0.031,18,573,95,Catholic,School Single Entity,Catholic Schools NSW,K-12,1030,17,34,32,18,112,102.4,28,18.5,1418,718,700,1418,6,11
43267,St Peter's Catholic College,Tuggerah,2259,Secondary,Major Cities,-33.3019,151.414,83,0.034,23,684,120,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1039,15,32,33,20,79,70.8,27,17.1,886,480,406,886,4,11
43268,Mater Maria Catholic College,Warriewood,2102,Secondary,Major Cities,-33.6835,151.287,91,0.077,60,783,148,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1076,7,25,36,31,85,75,20,14.9,1038,505,533,1038,1,18
43269,Mercy Catholic College,Chatswood,2067,Secondary,Major Cities,-33.7935,151.185,96,0.166,82,494,85,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1127,2,11,33,54,58,53.5,18,10.9,688,688,0,688,0,35
43270,St Joseph's Catholic College,East Gosford,2250,Secondary,Major Cities,-33.4369,151.347,84,0.03,16,529,97,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1061,11,27,35,27,77,67.8,22,16.3,821,821,0,821,3,8
43271,St Leo's Catholic College,Wahroonga,2076,Secondary,Major Cities,-33.7149,151.105,90,0.074,46,623,115,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1096,5,19,34,42,68,62.9,17,13.4,737,317,420,735,1,22
43272,St Paul's Catholic College,Manly,2095,Secondary,Major Cities,-33.8052,151.292,86,0.026,7,266,47,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1078,8,23,36,32,51,45.3,12,8.9,451,0,451,451,1,16
43299,St Catherine's Catholic College,Singleton,2330,Combined,Inner Regional,-32.5592,151.18,82,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-12,1007,24,34,28,13,69,57.9,21,12.7,819,385,434,819,8,3
43317,St Joseph's College,Lochinvar,2321,Secondary,Inner Regional,-32.6978,151.458,79,0.035,10,289,48,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,998,30,34,26,10,81,73.3,30,20.9,908,471,437,908,8,5
43318,All Saints College (St Peter's Campus),Maitland,2320,Secondary,Major Cities,-32.7343,151.559,86,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Oct,1034,17,32,31,20,70,61.8,33,21,867,425,442,867,7,4
43319,San Clemente High School,Mayfield,2304,Secondary,Major Cities,-32.896,151.744,78,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Oct,1007,26,32,28,14,64,55.8,27,18.5,712,363,349,712,9,13
43320,St Clare's High School,Taree,2430,Secondary,Inner Regional,-31.897,152.479,81,0.039,16,413,69,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1014,23,30,27,19,62,56.4,19,12.7,570,271,299,570,9,7
43321,St Joseph's High School Aberdeen,Aberdeen,2336,Secondary,Inner Regional,-32.1676,150.888,80,0.027,10,378,65,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,992,32,34,24,9,61,58.8,21,15.4,655,319,336,655,6,6
43322,St Pius X High School,Adamstown,2289,Secondary,Major Cities,-32.9376,151.715,91,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Oct,1092,7,19,33,42,82,69.8,30,19.4,1020,497,523,1020,3,11
43323,St Mary's Catholic College,Gateshead,2290,Secondary,Major Cities,-32.9806,151.693,,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1051,16,26,31,27,72,67.2,21,15.9,835,407,428,835,5,4
43324,St Paul's Catholic College,Booragul,2284,Secondary,Major Cities,-32.9758,151.607,84,0.014,7,510,86,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1021,20,34,30,16,80,68.3,31,20.7,861,455,406,861,6,6
43325,Holy Spirit College,Bellambi,2518,Secondary,Major Cities,-34.365,150.917,87,0.08,65,813,146,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1056,14,29,32,25,105,94.8,35,26.5,1230,617,613,1227.6,2,6
43326,John Therry Catholic College,Rosemeadow,2560,Secondary,Major Cities,-34.1004,150.786,79,0.019,10,535,87,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,988,27,39,25,8,83,76.6,30,22.7,960,435,525,960,12,20
43327,Mount Carmel Catholic College,Varroville,2566,Secondary,Major Cities,-34.0092,150.823,87,0.104,67,644,114,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1033,19,34,31,16,78,72.7,24,15.9,1082,539,543,1082,3,21
43328,St John the Evangelist Catholic High School,Nowra,2541,Secondary,Inner Regional,-34.8966,150.605,84,0.036,19,526,95,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1031,15,33,32,20,84,72.4,37,25.7,917,485,432,917,7,5
43329,St Joseph's Catholic High School,Albion Park,2527,Secondary,Major Cities,-34.573,150.766,82,0.039,22,565,105,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1025,21,35,29,15,68,62.1,27,17.3,731,404,327,730.8,2,6
43330,Magdalene Catholic College,Narellan,2567,Secondary,Major Cities,-34.0427,150.757,83,0.061,46,751,136,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1035,15,35,33,17,83,73.2,21,16.6,1017,597,420,1017,4,11
43360,Corpus Christi Catholic High School,Oak Flats,2529,Secondary,Major Cities,-34.5693,150.817,89,0.046,29,629,107,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1038,15,35,31,19,83,72.6,26,19,1009,547,462,1009,3,15
43422,All Saints Catholic College,Liverpool,2170,Combined,Major Cities,-33.9191,150.926,85,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1047,16,25,34,24,39,33.2,15,8.2,617,314,303,617,1,90
43464,St Mary's Cathedral College,Sydney,2000,Combined,Major Cities,-33.8713,151.214,94,0.187,99,529,96,Catholic,School Single Entity,Catholic Schools NSW,3-Dec,1101,6,16,32,46,59,57.2,16,11.8,781,0,781,781,1,39
43471,Casimir Catholic College,Marrickville,2204,Secondary,Major Cities,-33.9109,151.149,85,0.07,33,469,90,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1032,19,33,30,18,63,58.2,25,14.8,686,294,392,686,2,43
43472,"De La Salle College, Revesby Heights",Revesby Heights,2212,Secondary,Major Cities,-33.9633,151.016,84,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1055,14,29,31,26,52,48.5,20,10.9,615,0,615,615,2,51
43473,Our Lady of the Sacred Heart College,Kensington,2033,Secondary,Major Cities,-33.9127,151.22,90,0.127,84,663,123,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1059,12,26,34,28,65,59.6,26,16.2,827,827,0,827,4,35
43474,Trinity Catholic College,Auburn,2144,Secondary,Major Cities,-33.8504,151.03,84,0.072,55,761,140,Catholic,School Head Campus,Catholic Schools NSW,7-Dec,1003,33,31,24,11,112,98.2,28,23.7,1236,557,679,1236,1,83
43475,Bethany College,Hurstville,2220,Secondary,Major Cities,-33.9618,151.113,89,0.2,169,844,162,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1069,10,25,37,28,82,72.2,24,16.6,1038,1038,0,1038,1,62
43476,St Ursula's College,Kingsgrove,2208,Secondary,Major Cities,-33.9419,151.103,94,0.216,201,930,164,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1081,8,22,34,36,82,74,28,19.4,1092,1092,0,1092,1,59
43477,Marist College Kogarah,Bexley,2207,Secondary,Major Cities,-33.959,151.13,89,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1064,9,28,37,25,78,72.1,24,15.8,1036,0,1036,1036,1,69
43478,Marist College North Shore,North Sydney,2060,Secondary,Major Cities,-33.8315,151.207,94,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1123,3,12,30,56,61,58,20,13.9,820,0,820,819.5,1,18
43479,Champagnat Catholic College,Maroubra,2035,Secondary,Major Cities,-33.9466,151.229,83,0.042,17,405,69,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1023,20,32,32,16,60,53.6,21,14.6,640,0,640,640,7,19
43480,Marist Catholic College Penshurst,Mortdale,2223,Secondary,Major Cities,-33.9677,151.083,,0.14,49,351,64,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1081,8,22,37,34,70,65.4,17,13.3,891,386,505,891,0,49
43481,Brigidine College Randwick,Randwick,2031,Secondary,Major Cities,-33.9192,151.244,96,0.231,153,662,120,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1110,4,15,33,48,69,61.4,18,11.5,865,865,0,865,2,30
43482,Marcellin College,Randwick,2031,Secondary,Major Cities,-33.9136,151.241,94,0.116,76,657,115,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1093,5,19,34,42,70,67.5,21,14.1,966,0,966,966,3,26
43483,La Salle Catholic College,Bankstown,2200,Secondary,Major Cities,-33.9081,151.035,81,0.042,13,312,50,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1007,30,34,26,10,69,65.6,27,17.3,762,207,555,762,0,78
43484,Freeman Catholic College,Bonnyrigg Heights,2177,Secondary,Major Cities,-33.8868,150.863,92,0.164,193,1178,191,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1048,15,30,34,21,110,96.7,30,22.5,1361,676,685,1361,1,79
43485,Our Lady of Mercy Catholic College Burraneer,Cronulla,2230,Secondary,Major Cities,-34.0543,151.135,88,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Oct,1078,6,24,39,31,34,29.4,17,9.8,376,376,0,376,1,14
43486,"De La Salle Catholic College, Caringbah",Caringbah,2229,Secondary,Major Cities,-34.0456,151.122,87,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Oct,1065,8,28,36,27,42,36.4,21,13.6,476,0,476,476,1,20
43487,St John Bosco College,Engadine,2233,Secondary,Major Cities,-34.0593,151.009,89,0.067,39,581,96,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1069,9,25,36,29,70,61.1,30,18.7,857,424,433,857,3,10
43488,Patrician Brothers' College Fairfield,Fairfield,2165,Secondary,Major Cities,-33.8721,150.964,83,0.093,70,752,128,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,988,38,32,22,8,85,81.3,36,24.9,1103,0,1103,1103,1,85
43489,Good Samaritan Catholic College,Hinchinbrook,2168,Secondary,Major Cities,-33.9261,150.86,86,0.082,77,940,160,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1015,26,34,27,13,107,100.3,39,27.8,1337,691,646,1337,2,71
43492,Aquinas Catholic College,Menai,2234,Secondary,Major Cities,-34.02,151.021,90,0.106,78,736,129,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1070,8,28,34,30,81,75.3,31,20.1,1067,513,554,1067,1,31
43493,St Patrick's College Sutherland,Sutherland,2232,Secondary,Major Cities,-34.0339,151.059,93,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1088,7,21,34,38,95,86.7,29,18.8,1283,630,653,1282.5,1,21
43494,Mary MacKillop Catholic College,Wakeley,2176,Secondary,Major Cities,-33.866,150.911,77,0.06,42,695,123,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,942,58,23,15,4,80,72.2,22,17.9,884,884,0,884,0,89
43495,Bethlehem College,Ashfield,2131,Secondary,Major Cities,-33.8856,151.125,90,0.087,47,542,91,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1052,14,28,35,24,60,49.1,22,12.5,606,606,0,605.6,2,74
43496,"De La Salle College, Ashfield",Ashfield,2131,Secondary,Major Cities,-33.8847,151.125,89,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1029,19,31,33,17,46,42,17,10.7,460,0,460,460,3,78
43497,Marist College Eastwood,Eastwood,2122,Secondary,Major Cities,-33.7891,151.077,95,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1105,5,16,32,47,64,59.1,19,13.1,819,0,819,819,0,39
43498,Domremy Catholic College,Five Dock,2046,Secondary,Major Cities,-33.8697,151.133,92,0.087,39,451,84,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1071,10,25,33,32,53,46.4,18,12.1,600,600,0,600,1,58
43499,Holy Spirit Catholic College,Lakemba,2195,Secondary,Major Cities,-33.9217,151.077,82,0.07,50,711,115,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,997,32,33,27,8,80,71.6,26,17.3,937,448,489,937,2,88
