Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students,BE Score,ICSEA
1212,MAJELLA CATHOLIC PRIMARY SCHOOL,9 FINCHLEY CRESCENT,BALGA,WA,6061,9 FINCHLEY CRESCENT,BALGA,WA,6061,-31.85601373,115.8477866,08 9207 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,22,26,29,22,21,28,20,25,,,,,,,,,193,72,946
5824,MAKYBE RISE PRIMARY SCHOOL,MAKYBE DRIVE,BALDIVIS,WA,6171,MAKYBE DRIVE,BALDIVIS,WA,6171,-32.34435624,115.8175271,08 9523 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,98,96,114,115,99,132,123,133,,,,,,,,,910,84,1020
5827,MALVERN SPRINGS PRIMARY SCHOOL,3 CHANDALA TURN,ELLENBROOK,WA,6069,3 CHANDALA TURN,ELLENBROOK,WA,6069,-31.75782406,115.9799705,08 6296 5422,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,119,106,119,121,91,88,103,98,,,,,,,,,845,80,998
1462,MANDURAH BAPTIST COLLEGE,CATALINA DRIVE,LAKELANDS,WA,6210,CATALINA DRIVE,LAKELANDS,WA,6210,-32.47830702,115.7601182,08 9583 7000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,43,45,56,52,72,65,73,87,,123,128,126,126,104,123,,1223,Not Rated,
1380,MANDURAH CATHOLIC COLLEGE,79-97 COODANUP DRIVE,MANDURAH,WA,6210,79-97 COODANUP DRIVE,MANDURAH,WA,6210,-32.54895945,115.738286,08 9531 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,30,27,59,31,44,62,64,48,,228,240,223,236,184,200,,1676,90,1040
5283,MANDURAH PRIMARY SCHOOL,18 HACKETT STREET,MANDURAH,WA,6210,PO BOX 1077,MANDURAH,WA,6210,-32.52864487,115.7255254,08 9535 1575,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,23,27,33,36,29,14,27,,,,,,,,,215,74,919
5284,MANJIMUP PRIMARY SCHOOL,19 FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.23292451,116.1339591,08 9771 9000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,36,24,26,32,33,31,37,,,,,,,,,240,76,956
5285,MANNING PRIMARY SCHOOL,60-80 LEY STREET,MANNING,WA,6152,60-80 LEY STREET,MANNING,WA,6152,-32.01527547,115.8650557,08 9450 4068,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,56,53,48,61,49,51,36,,,,,,,,,394,96,1121
5687,MARANGAROO PRIMARY SCHOOL,88 GIRALT ROAD,MARANGAROO,WA,6064,88 GIRALT ROAD,MARANGAROO,WA,6064,-31.82848696,115.8275899,08 9462 9999,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,28,23,22,24,22,23,29,,,,,,,,,208,73,970
5286,MARBLE BAR PRIMARY SCHOOL,AUGUSTA STREET,MARBLE BAR,WA,6760,LOCKED BAG 20,MARBLE BAR,WA,6760,-21.1694751,119.7478156,08 9176 1037,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,3,3,2,3,1,1,5,2,,4,1,2,1,,1,,29,Not Rated,693
1289,MARGARET RIVER INDEPENDENT SCHOOL,BUSSELL HIGHWAY,FOREST GROVE,WA,6286,BUSSELL HIGHWAY,FOREST GROVE,WA,6286,-34.06767921,115.1053456,08 9757 7515,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,32,22,16,10,24,19,25,15,,,,,,,,,163,80,1067
1389,MARGARET RIVER MONTESSORI SCHOOL,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,-33.95961243,115.0673346,08 9757 2564,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,23,17,16,15,16,17,14,8,,,,,,,,,126,82,1062
5287,MARGARET RIVER PRIMARY SCHOOL,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,-33.95452824,115.0757428,08 9757 8500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,74,82,85,87,110,102,125,106,,,,,,,,,771,82,1038
5288,MARMION PRIMARY SCHOOL,7 CLIVERTON COURT,MARMION,WA,6020,7 CLIVERTON COURT,MARMION,WA,6020,-31.84418326,115.7594902,08 9492 2300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,51,41,60,47,47,71,54,51,,,,,,,,,422,94,1126
5730,MARRI GROVE PRIMARY SCHOOL,23 LARSEN ROAD,BYFORD,WA,6122,23 LARSEN ROAD,BYFORD,WA,6122,-32.21239233,116.0055193,08 9525 1199,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,51,67,71,79,69,66,68,69,,,,,,,,,540,73,974
1364,MARY MACKILLOP CATHOLIC COMMUNITY PRIMARY SCHOOL,CASSOWARY DRIVE,BALLAJURA,WA,6066,CASSOWARY DRIVE,BALLAJURA,WA,6066,-31.84525179,115.8981415,08 9241 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,58,56,60,62,60,54,75,75,,,,,,,,,500,89,1030
1072,MARY'S MOUNT PRIMARY SCHOOL,47 DAVIES CRESCENT,GOOSEBERRY HILL,WA,6076,47 DAVIES CRESCENT,GOOSEBERRY HILL,WA,6076,-31.96134491,116.0484964,08 9290 5200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,47,26,30,29,30,32,31,32,,,,,,,,,257,94,1086
1363,MATER CHRISTI CATHOLIC PRIMARY SCHOOL,340 YANGEBUP ROAD,YANGEBUP,WA,6164,340 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12534242,115.8263263,08 6173 9000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,109,82,88,91,90,87,92,90,,,,,,,,,729,90,1069
1375,MATTHEW GIBNEY CATHOLIC PRIMARY SCHOOL,30 MUNDAY ROAD,HIGH WYCOMBE,WA,6057,30 MUNDAY ROAD,HIGH WYCOMBE,WA,6057,-31.93412329,115.9964275,08 6216 8400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,33,22,29,27,29,26,23,29,,,,,,,,,218,85,1046
5795,MAYLANDS PENINSULA PRIMARY SCHOOL,60 KELVIN STREET,MAYLANDS,WA,6051,60 KELVIN ST,MAYLANDS,WA,6051,-31.93257493,115.9046098,08 9462 6700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,117,84,71,80,79,83,72,69,,,,,,,,,655,93,1087
5828,MEADOW SPRINGS PRIMARY SCHOOL,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,-32.50105217,115.7574921,08 9584 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,63,56,62,60,83,90,76,92,,,,,,,,,582,73,976
5293,MECKERING PRIMARY SCHOOL,14 KNIGHT STREET,MECKERING,WA,6405,C/- POST OFFICE,MECKERING,WA,6405,-31.62835599,117.0104919,08 9625 1292,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,4,2,3,3,1,4,5,,,,,,,,,25,Not Rated,1013
5294,MEDINA PRIMARY SCHOOL,2 WESTCOTT ROAD,MEDINA,WA,6167,2 WESTCOTT ROAD,MEDINA,WA,6167,-32.23582307,115.803711,08 6174 1100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,22,18,24,33,31,22,11,27,,,,,,,,,188,71,906
5929,MEEKATHARRA SCHOOL OF THE AIR,52 KEMPTON STREET,BLUFF POINT,WA,6530,PO BOX 7175,GERALDTON PO,WA,6531,-28.74042558,114.6196915,08 9923 5200,MIDWEST,Distance Education,PRIMARY SCHOOLS,KIN,Y06,4,6,5,7,4,6,6,3,,,,,,,,,41,Not Rated,991
1233,MEL MARIA CATHOLIC PRIMARY SCHOOL,33 DAVIDSON ROAD,ATTADALE,WA,6156,33 DAVIDSON ROAD,ATTADALE,WA,6156,-32.02710468,115.8012258,08 6330 0500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,153,98,100,86,106,109,81,83,,,,,,,,,816,96,1141
5296,MELVILLE PRIMARY SCHOOL,70 CURTIS ROAD,MELVILLE,WA,6156,70 CURTIS ROAD,MELVILLE,WA,6156,-32.03770545,115.8065741,08 9263 1300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,86,83,68,103,89,97,85,,,,,,,,,690,97,1115
5298,MENZIES COMMUNITY SCHOOL,GREGORY STREET,MENZIES,WA,6436,C/- POST OFFICE,MENZIES,WA,6436,-29.697207,120.898333,08 9027 5700,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,PPR,Y12,,1,1,2,4,,1,,,4,,1,,,2,,16,Not Rated,764
1221,MERCY COLLEGE,CNR BEACH ROAD/MIRRABOOKA AVENUE,KOONDOOLA,WA,6064,CNR BEACH ROAD/MIRRABOOKA AVENUE,KOONDOOLA,WA,6064,-31.84725114,115.8575544,08 9247 9247,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,60,60,61,61,61,64,64,65,,210,180,195,175,192,172,,1620,86,1010
5739,MERRIWA PRIMARY SCHOOL,67 BALTIMORE PARADE,MERRIWA,WA,6030,67 BALTIMORE PARADE,MERRIWA,WA,6030,-31.66869847,115.7127243,08 6206 2340,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,57,40,46,49,53,49,48,58,,,,,,,,,400,69,929
1042,METHODIST LADIES' COLLEGE,356 STIRLING HIGHWAY,CLAREMONT,WA,6010,356 STIRLING HIGHWAY,CLAREMONT,WA,6010,-31.98701169,115.7755403,08 9384 4000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,13,20,13,22,30,45,63,69,,119,123,129,118,127,128,,1019,98,1150
5426,MIDDLE SWAN PRIMARY SCHOOL,LOT 574 COCKMAN CROSS,STRATTON,WA,6056,LOT 574 COCKMAN CROSS,STRATTON,WA,6056,-31.86781578,116.0366486,08 9265 1800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,68,61,67,53,60,55,51,,,,,,,,,462,71,937
5303,MIDVALE PRIMARY SCHOOL,MIDVALE PLACE,MIDVALE,WA,6056,MIDVALE PLACE,MIDVALE,WA,6056,-31.887051,116.019478,08 9218 6800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,44,35,41,42,36,43,43,,,,,,,,,322,69,881
5304,MILING PRIMARY SCHOOL,CNR NARDY ST/GT NORTHERN HWY,MILING,WA,6575,PO BOX 58,MILING,WA,6575,-30.49314858,116.3622694,08 9654 1063,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,1,2,5,3,6,2,6,,,,,,,,,26,93,1047
5656,MILLARS WELL PRIMARY SCHOOL,GAWTHORNE DRIVE,KARRATHA,WA,6714,GAWTHORNE DRIVE,KARRATHA,WA,6714,-20.74221594,116.8176143,08 9187 6900,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,36,44,30,42,37,40,38,,,,,,,,,304,71,965
5305,MILLEN PRIMARY SCHOOL,100 ETWELL STREET,EAST VICTORIA PARK,WA,6101,100 ETWELL STREET,EAST VICTORIA PARK,WA,6101,-31.99744377,115.9016519,08 9264 7600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,79,74,63,58,58,49,46,,,,,,,,,506,87,1080
5752,MINDARIE PRIMARY SCHOOL,90 ROTHESAY HEIGHTS,MINDARIE,WA,6030,90 ROTHESAY HEIGHTS,MINDARIE,WA,6030,-31.687131,115.7093812,08 9407 1100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,92,108,93,97,96,108,95,94,,,,,,,,,783,93,1070
5307,MINGENEW PRIMARY SCHOOL,70 PHILLIP STREET,MINGENEW,WA,6522,70 PHILLIP STREET,MINGENEW,WA,6522,-29.19497017,115.4407518,08 9928 1062,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,11,12,9,7,4,7,9,,,,,,,,,66,92,1036
1234,MOERLINA SCHOOL,16 BROCKWAY ROAD,MOUNT CLAREMONT,WA,6010,16 BROCKWAY ROAD,MOUNT CLAREMONT,WA,6010,-31.96775079,115.792153,08 9384 5894,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,16,6,9,5,4,5,10,1,,,,,,,,,56,Not Rated,1123
5313,MOORA PRIMARY SCHOOL,ROBERTS STREET,MOORA,WA,6510,PO BOX 127,MOORA,WA,6510,-30.63256344,116.0033141,08 9653 9300,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,13,10,11,15,22,22,5,24,,,,,,,,,122,70,908
5774,MOORDITJ NOONGAR COMMUNITY COLLEGE,EDDIE BARRON DRIVE,MIDLAND,WA,6056,PO BOX 2115,MIDLAND DC,WA,6936,-31.877453,116.025095,08 9374 8800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,18,18,12,12,14,12,13,,,,,,,,,117,68,667
5314,MOORINE ROCK PRIMARY SCHOOL,MOORINE SOUTH ROAD,MOORINE ROCK,WA,6425,C/- POST OFFICE,MOORINE ROCK,WA,6425,-31.31490654,119.1254458,08 9049 1176,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,2,2,2,1,6,4,2,,,,,,,,,19,Not Rated,998
5316,MORLEY PRIMARY SCHOOL,36 WELLINGTON ROAD,MORLEY,WA,6062,36 WELLINGTON ROAD,MORLEY,WA,6062,-31.89182974,115.8956006,08 9218 1500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,39,19,17,22,20,17,20,,,,,,,,,178,86,998
5317,MOSMAN PARK PRIMARY SCHOOL,91 VICTORIA STREET,MOSMAN PARK,WA,6012,91 VICTORIA STREET,MOSMAN PARK,WA,6012,-32.01149157,115.7629025,08 6458 7700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,61,64,60,51,54,44,50,,,,,,,,,437,98,1147
1421,MOTHER TERESA CATHOLIC COLLEGE,731 EIGHTY ROAD,BALDIVIS,WA,6171,731 EIGHTY ROAD,BALDIVIS,WA,6171,-32.36141513,115.7970969,08 9591 7100,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y09,118,90,59,60,64,63,64,65,,102,101,80,,,,,866,84,1053
5194,MOUNT CLAREMONT PRIMARY SCHOOL,103 ALFRED ROAD,MOUNT CLAREMONT,WA,6010,103 ALFRED ROAD,MOUNT CLAREMONT,WA,6010,-31.96810951,115.7826727,08 9208 3900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,39,43,40,35,25,29,19,,,,,,,,,270,97,1144
5321,MOUNT HAWTHORN PRIMARY SCHOOL,1 KILLARNEY STREET,MOUNT HAWTHORN,WA,6016,1 KILLARNEY STREET,MOUNT HAWTHORN,WA,6016,-31.91812712,115.8354103,08 9338 0550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,100,108,128,117,115,116,116,97,,,,,,,,,897,97,1140
5323,MOUNT HELENA PRIMARY SCHOOL,LOT 289A KEANE STREET EAST,MOUNT HELENA,WA,6082,LOT 289A KEANE STREET EAST,MOUNT HELENA,WA,6082,-31.875319,116.218207,08 9573 0000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,21,24,21,23,24,28,29,,,,,,,,,176,76,978
5325,MOUNT LAWLEY PRIMARY SCHOOL,92 SECOND AVENUE,MOUNT LAWLEY,WA,6050,92 SECOND AVENUE,MOUNT LAWLEY,WA,6050,-31.9257564,115.8764441,08 9238 0800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,53,73,71,75,66,65,66,,,,,,,,,529,98,1123
5326,MOUNT LOCKYER PRIMARY SCHOOL,HUMPHREYS STREET,ALBANY,WA,6330,HUMPHREYS STREET,ALBANY,WA,6330,-35.00279631,117.856093,08 9842 0100,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,82,94,91,67,91,79,94,,,,,,,,,598,80,939
5328,MOUNT MANYPEAKS PRIMARY SCHOOL,43731 SOUTH COAST HIGHWAY,MANYPEAKS,WA,6328,43731 SOUTH COAST HIGHWAY,MANYPEAKS,WA,6328,-34.83958648,118.1720656,08 9846 1500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,2,2,4,2,2,2,2,,,,,,,,,20,Not Rated,991
5329,MOUNT MARGARET REMOTE COMMUNITY SCHOOL,MOUNT MARGARET MISSION ROAD,MOUNT MARGARET,WA,6440,MOUNT MARGARET,VIA LAVERTON,WA,6440,-28.795066,122.18466,08 9037 5959,GOLDFIELDS,Remote Community Schools,PRIMARY SCHOOLS,PPR,Y06,,2,,2,,1,2,2,,,,,,,,,9,Not Rated,
5330,MOUNT PLEASANT PRIMARY SCHOOL,29 QUEENS ROAD,MOUNT PLEASANT,WA,6153,29 QUEENS ROAD,MOUNT PLEASANT,WA,6153,-32.03020235,115.8453213,08 9316 1045,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,62,65,65,63,68,51,54,64,,,,,,,,,492,96,1128
5608,MOUNT TARCOOLA PRIMARY SCHOOL,57 FORDEN STREET,GERALDTON,WA,6530,57 FORDEN STREET,GERALDTON,WA,6530,-28.80052461,114.6295411,08 9968 1100,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,43,42,50,43,49,54,64,,,,,,,,,387,74,955
5683,MULLALOO BEACH PRIMARY SCHOOL,59 WEST VIEW BOULEVARD,MULLALOO,WA,6027,59 WEST VIEW BOULEVARD,MULLALOO,WA,6027,-31.77654953,115.7366952,08 9307 2099,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,39,30,33,47,33,27,49,,,,,,,,,279,88,1070
5614,MULLALOO HEIGHTS PRIMARY SCHOOL,27 CHARONIA ROAD,MULLALOO,WA,6027,27 CHARONIA ROAD,MULLALOO,WA,6027,-31.77780982,115.7482262,08 6206 2100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,23,28,33,41,25,39,36,23,,,,,,,,,248,89,1068
5723,MULUDJA REMOTE COMMUNITY SCHOOL,MULUDJA REMOTE COMMUNITY,FITZROY CROSSING,WA,6765,PO BOX 31,FITZROY CROSSING,WA,6765,-18.159712,125.761637,08 9191 7129,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y06,2,6,4,3,4,5,2,3,,,,,,,,,29,Not Rated,658
1354,MUNDARING CHRISTIAN COLLEGE,1605 WALKER STREET,MUNDARING,WA,6073,1605 WALKER STREET,MUNDARING,WA,6073,-31.89869433,116.1802693,08 9295 2688,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,37,16,12,26,14,33,23,34,,76,76,81,69,60,37,,594,82,1061
5335,MUNDARING PRIMARY SCHOOL,855 STEVENS STREET,MUNDARING,WA,6073,PO BOX 347,MUNDARING,WA,6073,-31.8949396,116.1729689,08 9295 9500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,40,35,32,41,52,37,45,,,,,,,,,319,82,1030
5336,MUNDIJONG PRIMARY SCHOOL,LIVESEY STREET,MUNDIJONG,WA,6123,LIVESEY STREET,MUNDIJONG,WA,6123,-32.290913,115.984636,08 9526 7150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,31,25,25,15,28,23,20,,,,,,,,,191,69,944
5337,MUNGLINUP PRIMARY SCHOOL,BUDJAN STREET,MUNGLINUP,WA,6450,RMB 7186,MUNGLINUP,WA,6450,-33.70388481,120.8566109,08 9075 1300,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,2,1,2,4,,2,2,,,,,,,,,14,Not Rated,1002
5341,NARROGIN PRIMARY SCHOOL,22-24 WILLIAMS ROAD,NARROGIN,WA,6312,PO BOX 107,NARROGIN,WA,6312,-32.93401014,117.1729339,08 9882 1700,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,34,37,34,31,39,44,36,,,,,,,,,285,72,944
5344,NEDLANDS PRIMARY SCHOOL,35 KINGSWAY,NEDLANDS,WA,6009,35 KINGSWAY,NEDLANDS,WA,6009,-31.98480552,115.8128349,08 9278 6300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,65,63,66,72,63,61,68,,,,,,,,,505,100,1183
5517,NEERIGEN BROOK PRIMARY SCHOOL,SEVENTH ROAD,ARMADALE,WA,6112,SEVENTH ROAD,ARMADALE,WA,6112,-32.15221389,116.0003603,08 9399 3422,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,56,49,46,45,52,40,42,,,,,,,,,370,70,898
5412,NEWBOROUGH PRIMARY SCHOOL,178 NEWBOROUGH STREET,KARRINYUP,WA,6018,178 NEWBOROUGH STREET,KARRINYUP,WA,6018,-31.88428623,115.7810971,08 9446 1025,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,50,46,42,52,42,55,51,,,,,,,,,396,92,1077
5347,NEWDEGATE PRIMARY SCHOOL,MITCHELL STREET,NEWDEGATE,WA,6355,PO BOX 135,NEWDEGATE,WA,6355,-33.09321456,119.0211444,08 9871 1600,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,8,2,5,4,7,3,6,,,,,,,,,42,82,1014
1259,NEWMAN COLLEGE,216 EMPIRE AVENUE,CHURCHLANDS,WA,6018,216 EMPIRE AVENUE,CHURCHLANDS,WA,6018,-31.9231958,115.7873551,08 9204 9444,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,100,63,87,80,88,91,95,95,,195,193,203,191,178,172,,1831,93,1114
5505,NEWMAN PRIMARY SCHOOL,HILDITCH AVENUE,NEWMAN,WA,6753,PO BOX 166,NEWMAN,WA,6753,-23.35448061,119.7322686,08 9154 3900,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,43,39,49,45,29,32,27,42,,,,,,,,,306,72,955
5651,NEWTON PRIMARY SCHOOL,4 MARVELL AVENUE,SPEARWOOD,WA,6163,4 MARVELL AVENUE,SPEARWOOD,WA,6163,-32.11215987,115.7890148,08 6595 9100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,34,35,36,30,36,35,29,,,,,,,,,271,82,996
5899,NGAANYATJARRA LANDS SCHOOL,WARAKURNA,NGAANYATJARRA-GILES,WA,872,PMB 156,VIA ALICE SPRINGS,NT,871,-25.001188,128.287772,08 8954 9500,GOLDFIELDS,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,22,27,28,23,22,28,22,29,,24,36,27,25,12,11,,336,Not Rated,
1271,NGALANGANGPUM SCHOOL,WARMUN COMMUNITY VIA GREAT NORTHERN HWY,KUNUNURRA,WA,6743,WARMUN COMMUNITY VIA GREAT NORTHERN HWY,KUNUNURRA,WA,6743,-17.029901,128.212134,08 9167 2501,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,7,4,4,4,7,6,4,,3,4,10,7,,,,64,Not Rated,664
5789,NGALAPITA REMOTE COMMUNITY SCHOOL,KOORABYE COMMUNITY,FITZROY CROSSING,WA,6765,PO BOX 62,FITZROY CROSSING,WA,6765,-18.584253,124.754181,08 9191 7942,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y09,3,1,1,1,2,1,1,2,,1,,2,,,,,15,Not Rated,606
5348,NOLLAMARA PRIMARY SCHOOL,101 HARRISON STREET,NOLLAMARA,WA,6061,101 HARRISON STREET,NOLLAMARA,WA,6061,-31.88436343,115.839641,08 9413 1550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,41,35,48,37,30,38,40,,,,,,,,,309,73,944
5635,NORANDA PRIMARY SCHOOL,25 WALMSLEY DRIVE,NORANDA,WA,6062,25 WALMSLEY DRIVE,NORANDA,WA,6062,-31.87739706,115.9077996,08 9218 1550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,50,43,44,45,50,47,43,,,,,,,,,361,85,1026
5499,NORTH BALGA PRIMARY SCHOOL,30 MAITLAND ROAD,BALGA,WA,6061,30 MAITLAND ROAD,BALGA,WA,6061,-31.85209949,115.8342576,08 9442 9000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,28,37,39,20,37,22,38,,,,,,,,,254,72,907
5199,NORTH BEACH PRIMARY SCHOOL,75 NORTH BEACH ROAD,NORTH BEACH,WA,6020,75 NORTH BEACH ROAD,NORTH BEACH,WA,6020,-31.85963391,115.7611061,08 9235 4250,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,49,49,43,47,35,54,53,,,,,,,,,388,91,1100
5124,NORTH COTTESLOE PRIMARY SCHOOL,100 ERIC STREET,COTTESLOE,WA,6011,100 ERIC STREET,COTTESLOE,WA,6011,-31.98901491,115.7653421,08 9382 7100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,51,51,51,59,47,64,42,,,,,,,,,385,98,1181
5134,NORTH DANDALUP PRIMARY SCHOOL,STH WEST HIGHWAY/HINES ROAD,NORTH DANDALUP,WA,6207,PO BOX 129,NORTH DANDALUP,WA,6207,-32.50889,115.977861,08 9531 0500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,15,13,18,13,18,18,16,,,,,,,,,125,74,982
5178,NORTH FREMANTLE PRIMARY SCHOOL,30 JOHN STREET,NORTH FREMANTLE,WA,6159,30 JOHN STREET,NORTH FREMANTLE,WA,6159,-32.03454903,115.7567953,08 9432 1300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,23,21,23,18,28,17,18,16,,,,,,,,,164,91,1092
5234,NORTH KALGOORLIE PRIMARY SCHOOL,CAMPBELL STREET,KALGOORLIE,WA,6430,CAMPBELL STREET,KALGOORLIE,WA,6430,-30.73865013,121.459702,08 9092 5850,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,70,61,57,65,59,49,58,53,,,,,,,,,472,78,984
